序号,TMP气温(℃),FEELST体感温度(℃),PRES气压(hPa),HUM相对湿度(%),RAIN降水量(mm),WSPD风速(m/s),AQI,PM2.5(渭g/m鲁),PM10(渭g/m鲁),NO2(渭g/m鲁),SO2(渭g/m鲁),O3(渭g/m鲁),CO(mg/m鲁)
6938,14.5,13,1017,91,0,0.6,236,186,0,91,4,2,2
6939,N/A,N/A,N/A,N/A,N/A,N/A,205,155,0,83,4,2,1.5
6940,N/A,N/A,N/A,N/A,N/A,N/A,185,139,0,82,5,2,1.3
6941,14.3,12.6,1016,93,0,1.1,160,122,0,78,3,2,1.1
6942,14.1,12.3,1016,93,0,1.3,152,116,0,78,3,2,1.1
6943,14.2,12.7,1016,92,0,0.5,152,116,0,77,2,2,1
6944,14.1,12.3,1016,93,0,1,148,113,0,75,2,2,1
6945,14.5,12.8,1016,92,0,1.3,143,109,0,71,2,2,1.1
6946,15.3,13.8,1016,85,0,1.9,132,100,0,70,2,2,1
6947,15.8,14.4,1016,82,0,2,139,106,0,67,3,3,0.9
6948,N/A,N/A,N/A,N/A,N/A,N/A,166,126,0,62,4,7,0.9
6949,N/A,N/A,N/A,N/A,N/A,N/A,188,141,0,53,3,22,0.8
6950,N/A,N/A,N/A,N/A,N/A,N/A,156,119,0,41,4,47,0.8
6951,19.5,18.4,1013,63,0,4.1,156,119,0,41,4,47,0.8
6952,19.6,18.7,1012,63,0,2.9,120,91,0,29,3,79,0.6
6953,19.3,18.5,1012,65,0,2.1,103,77,0,28,3,85,0.6
6954,18.4,17.7,1012,69,0,1.6,93,69,0,28,2,85,0.6
6955,17.5,16.7,1012,74,0,1.1,104,78,0,35,2,77,0.6
6956,17.1,16.1,1012,76,0,1.6,100,75,0,53,2,52,0.8
6957,N/A,N/A,N/A,N/A,N/A,N/A,118,89,0,73,2,26,0.9
6958,N/A,N/A,N/A,N/A,N/A,N/A,133,101,0,74,2,19,0.9
6959,15,13.7,1014,87,0,0.7,134,102,0,59,2,17,1
6960,13.8,12.3,1015,90,0,0.5,145,111,0,69,2,2,1.1
6961,13.3,11.6,1015,92,0,0.6,140,107,0,66,2,2,1.3
6962,12.4,10.5,1015,94,0,0.4,143,109,0,71,2,2,1.4
6963,N/A,N/A,N/A,N/A,N/A,N/A,152,116,0,70,2,2,1.6
6964,N/A,N/A,N/A,N/A,N/A,N/A,143,109,115,70,2,2,1.4
6965,N/A,N/A,N/A,N/A,N/A,N/A,140,107,115,74,2,2,1.4
6966,N/A,N/A,N/A,N/A,N/A,N/A,134,102,0,58,2,2,1.2
6967,10.6,8.2,1017,93,0,1.2,102,76,0,52,2,2,1
6968,11.4,9.2,1017,91,0,1.1,68,49,0,57,2,2,0.7
6969,13.7,12,1018,81,0,2.4,75,55,0,56,2,2,0.8
6970,16.1,15.3,1019,60,0,2.2,100,75,81,52,2,2,0.9
6971,18,17.3,1019,42,0,3.3,92,68,0,52,2,10,0.8
6972,19.6,19.3,1018,38,0,1.3,50,35,0,40,2,29,0.6
6973,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
6974,21.4,21.7,1017,27,0,0.8,38,19,38,27,2,55,0.4
6975,22,22,1016,32,0,2,,,,,,,
6976,22.4,22.5,1015,36,0,2,33,23,28,35,2,61,0.5
6977,21.5,21.2,1015,36,0,2.4,33,23,0,38,2,59,0.4
6978,20.3,19.8,1015,37,0,1.9,53,37,54,30,2,94,0.5
6979,19,18.7,1015,43,0,1.5,,,,,,,
6980,17.6,17.2,1016,48,0,1.8,69,50,66,52,2,64,0.8
6981,17.1,16.4,1017,58,0,2.1,73,53,85,96,2,9,1
6982,16.7,15.6,1017,75,0,2.1,85,63,99,103,2,2,1.2
6983,15.7,14.5,1018,81,0,1.4,118,89,130,87,5,23,1.8
6984,14.5,13.1,1018,87,0,0.8,145,111,146,89,4,15,2
6985,14.3,12.7,1018,89,0,1.1,158,120,135,83,2,8,2
6986,14.7,13.1,1018,88,0,1.5,159,121,0,86,2,2,2.1
6987,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
6988,14.2,12.3,1017,89,0,2.1,140,107,114,73,3,4,2
6989,13.9,12,1017,88,0,2.2,122,92,0,61,3,11,1.6
6990,13.8,12,1017,86,0,2,88,65,82,70,2,2,1.2
6991,13.9,12.3,1017,87,0,1.2,64,46,51,60,2,2,0.8
6992,13.9,12.3,1017,87,0,1.3,59,42,59,61,3,2,0.8
6993,14.1,12.6,1018,85,0,1.2,69,50,70,63,3,2,1.1
6994,14.6,13.1,1018,84,0,1.4,90,67,109,68,3,2,1.3
6995,15.2,14,1018,83,0,0.9,93,69,134,69,3,2,1.4
6996,16.2,15.5,1017,80,0,0.3,114,86,162,73,3,2,1.5
6997,N/A,N/A,N/A,N/A,N/A,N/A,132,100,170,74,4,2,1.7
6998,17.5,16.6,1015,76,0,1.4,165,125,181,71,4,5,1.9
6999,17.7,16.7,1015,78,0,1.8,169,128,153,72,7,16,1.9
7000,N/A,N/A,N/A,N/A,N/A,N/A,182,137,155,87,8,17,2.1
7001,18.1,17.3,1014,78,0,1.1,,,,,,,
7002,17.8,16.9,1014,79,0,1.4,,,,,,,
7003,17.9,17.1,1014,80,0,1,,,,,,,
7004,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7005,17.5,16.5,1014,83,0,1.3,229,179,193,107,6,2,2.3
7006,17.3,16.4,1015,84,0,0.9,240,190,205,106,6,2,2.2
7007,17.2,16.2,1015,84,0,0.9,252,202,213,106,6,2,2.1
7008,17,16,1014,84,0,1,255,205,0,97,4,2,1.8
7009,16.7,15.7,1014,85,0,0.8,270,220,0,101,5,2,2.2
7010,16.2,14.9,1014,88,0,1.1,231,181,0,90,6,2,2.5
7011,N/A,N/A,N/A,N/A,N/A,N/A,232,182,0,89,6,2,2.6
7012,N/A,N/A,N/A,N/A,N/A,N/A,224,174,0,85,6,2,2.6
7013,N/A,N/A,N/A,N/A,N/A,N/A,218,168,0,78,5,2,2.5
7014,N/A,N/A,N/A,N/A,N/A,N/A,235,185,0,77,4,2,2.3
7015,15,13.2,1012,95,0,1.4,280,230,0,76,4,2,1.7
7016,N/A,N/A,N/A,N/A,N/A,N/A,265,215,0,65,3,2,1.7
7017,N/A,N/A,N/A,N/A,N/A,N/A,263,213,0,71,3,2,1.8
7018,N/A,N/A,N/A,N/A,N/A,N/A,264,214,0,70,3,2,1.9
7019,N/A,N/A,N/A,N/A,N/A,N/A,270,220,0,82,4,2,2.2
7020,N/A,N/A,N/A,N/A,N/A,N/A,275,225,0,85,5,5,2.2
7021,N/A,N/A,N/A,N/A,N/A,N/A,286,236,0,95,5,9,2.4
7022,N/A,N/A,N/A,N/A,N/A,N/A,310,260,0,115,6,7,2.6
7023,19,18.1,1011,77,0,2,330,280,0,123,7,17,2.6
7024,19.2,18.6,1011,77,0,1,,,,,,,
7025,19.2,18.5,1011,78,0,1.2,,,,,,,
7026,17.9,16.9,1011,83,0,1.4,340,290,0,0,6,0,2.1
7027,16.8,15.8,1012,87,0,0.7,329,279,0,78,4,42,2.1
7028,15.8,14.4,1013,92,0,0.9,310,260,0,92,2,15,2.2
7029,15.1,13.8,1013,93,0,0.2,277,227,0,102,2,2,2.3
7030,15.2,13.8,1014,93,0,0.4,252,202,0,96,2,2,2.5
7031,15.1,13.5,1014,94,0,0.8,,,,,,,
7032,14.7,13.1,1015,95,0,0.5,250,200,209,81,2,2,3
7033,15.3,13.6,1015,95,0,1.2,245,195,199,81,2,2,3.1
7034,15.6,14,1015,94,0,1.1,227,177,189,81,2,2,3
7035,16,14.4,1015,93,0,1.7,221,171,188,82,2,2,3.1
7036,16.4,14.9,1016,92,0,2,232,182,197,84,2,2,2.6
7037,16.8,15,1016,88,0,4.9,249,199,218,85,2,2,2.2
7038,15.7,14.1,1017,74,0,4.9,280,230,0,82,3,4,2
7039,15.2,14.2,1018,56,0,3.8,272,222,0,49,4,26,2
7040,14.9,13.9,1018,49,0,4.8,137,104,0,27,4,36,1.6
7041,14.6,13.9,1019,48,0,3.3,,,,,,,
7042,14.6,14.1,1020,48,0,2.6,49,34,43,33,8,27,1
7043,14.4,14.1,1020,48,0,1.8,,,,,,,
7044,13.9,13.6,1019,50,0,1.7,,,,,,,
7045,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7046,13.6,13.3,1018,53,0,1.3,,,,,,,
7047,N/A,N/A,N/A,N/A,N/A,N/A,61,35,72,43,14,14,1.4
7048,13.7,13.1,1018,55,0,1.8,,,,,,,
7049,13.6,13,1018,56,0,1.6,,,,,,,
7050,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7051,N/A,N/A,N/A,N/A,N/A,N/A,79,41,108,60,5,2,1.3
7052,10.5,8,1019,90,2,1.8,67,48,79,59,2,2,1.3
7053,10.7,8.5,1019,90,0,1.1,,,,,,,
7054,10.7,8.3,1019,91,0.5,1.5,68,49,0,56,2,2,1.3
7055,10.7,8.3,1019,91,0.1,1.4,65,47,0,48,2,5,1.2
7056,10.8,8.7,1019,88,0,1.1,67,48,0,46,2,5,1.2
7057,10.8,8.6,1018,86,0,1.7,60,43,0,44,2,6,1.1
7058,11,9,1018,86,0,1.1,57,40,0,41,2,10,1
7059,10.9,8.9,1018,84,0,1.4,58,41,0,26,2,27,0.8
7060,10.9,8.9,1017,83,0,1.4,54,38,0,22,2,31,0.8
7061,10.9,9.1,1017,81,0,1.1,63,45,0,20,2,31,0.8
7062,11,9.4,1016,80,0,0.8,68,49,0,18,2,30,0.8
7063,10.9,9.1,1017,78,0,1.6,70,51,0,14,2,41,0.7
7064,10.9,9.5,1017,78,0,0.6,65,47,0,14,2,43,0.7
7065,11.1,9.6,1017,75,0,1.3,62,44,0,20,2,36,0.7
7066,10.6,8.8,1017,81,0,1.2,62,44,0,22,2,36,0.8
7067,10.9,9,1017,79,0,1.9,67,48,48,29,2,29,0.8
7068,11,9.5,1016,76,0,1.2,,,,,,,
7069,N/A,N/A,N/A,N/A,N/A,N/A,77,56,0,45,2,14,0.9
7070,10.1,7.8,1014,91,0,0.9,79,58,0,51,2,8,1
7071,9.8,7.1,1013,93,0,1.4,,,,,,,
7072,N/A,N/A,N/A,N/A,N/A,N/A,80,59,0,51,2,6,1.1
7073,9.9,7.2,1013,94,0.3,1.6,82,60,0,59,2,2,1.2
7074,9.9,7.1,1013,95,0.1,1.7,75,55,0,60,2,2,1.3
7075,10.1,7.3,1014,96,0.6,1.6,70,51,0,60,2,2,1.3
7076,10.2,7.5,1014,95,2.5,1.4,,,,,,,
7077,10.4,7.8,1015,96,2.1,1,49,34,0,62,2,2,1.1
7078,10.6,7.9,1014,96,0,1.7,,,,,,,
7079,10.7,8,1015,95,0,1.7,42,29,0,49,2,2,1
7080,10.8,8.3,1015,95,0,1.3,43,30,0,42,2,2,0.9
7081,11.1,8.6,1015,94,0,1.7,49,34,0,46,2,2,0.9
7082,11.4,8.9,1015,92,0,2,40,28,0,48,2,2,1
7083,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7084,11.9,9.5,1016,88,0,2.9,43,30,0,50,2,2,1
7085,12.4,10.3,1016,84,0,2.6,42,29,0,46,2,2,1
7086,12.4,10.4,1017,84,0,2.3,33,23,0,39,2,2,0.9
7087,12.1,9.9,1019,90,0,1.7,26,18,0,32,2,2,0.8
7088,N/A,N/A,N/A,N/A,N/A,N/A,25,17,0,26,2,4,0.8
7089,11.6,9.5,1020,83,0,2.2,20,14,0,29,2,4,0.7
7090,N/A,N/A,N/A,N/A,N/A,N/A,18,12,0,28,2,6,0.6
7091,13.9,12.7,1020,52,0,5.6,19,13,0,24,2,11,0.5
7092,13.7,12.4,1020,50,0,6.1,16,11,0,19,2,20,0.5
7093,N/A,N/A,N/A,N/A,N/A,N/A,9,6,0,17,2,24,0.5
7094,13.9,13.1,1020,50,0,3.4,10,3,6,16,2,31,0.5
7095,14.2,13.4,1019,48,0,4,12,8,0,19,2,32,0.5
7096,14,13.4,1019,49,0,2.8,,,,,,,
7097,13.8,12.9,1019,50,0,3.8,16,11,0,21,2,36,0.4
7098,13.1,12.6,1019,52,0,1.8,16,11,0,25,2,33,0.4
7099,12.4,11.6,1020,53,0,2.9,18,10,18,29,2,29,0.4
7100,11.9,11,1020,53,0,3.3,,,,,,,
7101,11.1,10.5,1021,56,0,1.5,26,18,21,36,2,20,0.5
7102,10.5,9.6,1021,59,0,1.8,16,8,14,32,2,25,0.5
7103,10.4,9.9,1021,53,0,1.4,29,20,24,35,2,21,0.5
7104,9.8,9.1,1021,58,0,1.3,,,,,,,
7105,9.4,9.2,1021,51,0,0.8,46,28,46,58,2,2,0.8
7106,N/A,N/A,N/A,N/A,N/A,N/A,40,28,37,50,2,2,0.7
7107,8.7,8.2,1021,59,0,0.4,42,23,42,53,2,2,0.7
7108,8.2,6.9,1021,64,0,1.7,48,33,40,53,2,2,0.7
7109,7.9,6.9,1021,64,0,0.8,39,27,35,48,2,2,0.6
7110,6.9,5.1,1021,72,0,1.2,43,29,43,53,2,2,0.7
7111,6.5,4.6,1021,75,0,0.8,50,35,46,51,2,2,0.7
7112,6.6,5.2,1021,69,0,0.7,57,39,63,48,2,2,0.8
7113,8.4,7.2,1021,67,0,0.9,48,32,48,46,2,2,0.7
7114,10.8,10.5,1021,51,0,1.1,38,26,0,38,2,5,0.8
7115,11.7,12.1,1021,41,0,0.8,,,,,,,
7116,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7117,14.5,15.1,1019,32,0,0.9,30,21,24,29,5,28,0.6
7118,N/A,N/A,N/A,N/A,N/A,N/A,51,24,52,31,4,32,0.6
7119,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7120,15.1,15.3,1017,31,0,1.9,36,25,27,38,3,40,0.6
7121,15.6,16.2,1017,34,0,0.6,,,,,,,
7122,14.1,14.3,1017,38,0,1.4,49,34,43,43,2,35,0.5
7123,12.4,12,1017,49,0,1.8,,,,,,,
7124,N/A,N/A,N/A,N/A,N/A,N/A,55,28,59,41,2,30,0.6
7125,11.3,10.5,1017,59,0,1.6,61,43,71,62,2,11,0.7
7126,11.6,10.9,1018,55,0,1.8,,,,,,,
7127,11.4,10.9,1018,56,0,1.1,,,,,,,
7128,10.8,10,1017,58,0,1.5,77,56,78,73,3,2,1
7129,10.1,9.1,1017,66,0,0.9,73,53,75,72,3,2,1
7130,8.9,7.5,1016,75,0,0.5,80,59,91,73,3,2,1
7131,7.8,5.8,1016,80,0,0.7,84,62,93,68,2,2,1
7132,8.5,6.6,1016,80,0,0.7,77,56,87,64,2,2,1
7133,9.1,7.6,1016,76,0,0.6,80,59,98,59,2,2,1
7134,9.4,7.8,1016,77,0,0.8,84,62,93,58,2,2,1.1
7135,9.1,7.5,1016,79,0,0.5,79,58,92,57,2,2,1.2
7136,9.1,7.3,1016,80,0,0.7,80,56,110,58,3,2,1.3
7137,9.6,7.8,1016,80,0,0.8,,,,,,,
7138,10,8.4,1015,79,0,0.7,72,43,94,53,2,2,1.1
7139,10.5,9.5,1015,75,0,0.1,75,47,100,57,3,2,1.2
7140,11.3,10.3,1015,70,0,0.7,91,59,132,65,3,2,1.4
7141,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7142,11.8,10.4,1012,71,0,1.9,109,75,167,75,3,2,1.6
7143,N/A,N/A,N/A,N/A,N/A,N/A,117,88,151,71,3,2,1.4
7144,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7145,11.3,10,1011,73,0,1.1,,,,,,,
7146,N/A,N/A,N/A,N/A,N/A,N/A,79,58,60,50,3,8,1.1
7147,10.6,8.8,1011,81,0,1.1,88,65,98,55,2,2,1.2
7148,10.3,8.5,1011,81,0,1,99,74,98,57,2,2,1.4
7149,10.2,8.4,1011,82,0,0.9,107,80,99,55,2,2,1.7
7150,8.9,6.7,1011,87,0,0.6,130,99,111,60,2,2,1.7
7151,N/A,N/A,N/A,N/A,N/A,N/A,143,109,119,57,2,2,1.8
7152,7.9,5.3,1011,92,0,0.6,149,114,121,53,2,2,1.8
7153,7.6,4.9,1011,93,0,0.6,145,111,135,53,2,2,1.8
7154,7.2,4.5,1010,93,0,0.4,163,124,145,59,2,2,1.7
7155,6.8,3.7,1011,95,0,0.7,172,130,143,53,3,2,1.8
7156,6.8,3.7,1010,95,0,0.7,155,118,136,45,2,2,1.8
7157,5.8,3.2,1009,95,0,0,145,111,126,41,2,2,1.7
7158,5.6,2.4,1011,96,0,0.5,139,106,115,37,2,2,1.7
7159,5.7,2.4,1011,96,0,0.6,103,77,97,44,2,2,1.4
7160,5.5,2,1011,96,0,1,80,59,78,43,2,2,1.3
7161,7.5,4.9,1012,96,0,0.1,89,66,79,41,2,2,1.3
7162,9.7,7.2,1012,88,0,1.9,95,71,99,46,2,2,1.5
7163,13.9,13.2,1011,67,0,0.7,105,79,129,73,2,2,1.8
7164,N/A,N/A,N/A,N/A,N/A,N/A,127,96,129,85,2,2,1.6
7165,15.2,14.4,1011,65,0,1.5,143,109,114,90,2,3,1.5
7166,17.5,16.8,1009,60,0,1.9,134,102,137,104,3,4,1.7
7167,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7168,18,17.3,1008,56,0,2.5,,,,,,,
7169,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7170,15.3,14.2,1010,67,0,2.7,130,99,118,80,2,11,1.1
7171,14.3,13.2,1010,74,0,1.4,145,111,122,75,2,12,1.1
7172,13.5,11.8,1011,79,0,2.8,137,104,117,79,2,2,1.2
7173,12.8,11.1,1012,83,0,1.4,,,,,,,
7174,12.4,10.8,1012,84,0,0.9,178,134,166,83,3,2,1.6
7175,N/A,N/A,N/A,N/A,N/A,N/A,207,157,176,76,3,2,1.7
7176,10.7,8.5,1014,91,0,0.8,188,141,154,71,3,2,1.8
7177,9.9,7.4,1014,93,0,1.1,179,135,155,66,2,2,2.2
7178,N/A,N/A,N/A,N/A,N/A,N/A,170,129,149,58,2,2,2.2
7179,N/A,N/A,N/A,N/A,N/A,N/A,168,127,157,70,2,2,2.1
7180,10.2,7.7,1015,94,0,1,162,123,179,88,3,2,2
7181,10.1,7.6,1015,94,0,1,179,135,174,85,3,2,2
7182,12.1,10.8,1016,68,0,2.2,168,127,142,79,2,2,1.7
7183,12.7,11.9,1016,45,0,4.3,148,113,128,83,2,2,1.5
7184,12,12.1,1018,39,0,1.8,102,76,0,76,2,2,0.9
7185,12,11.9,1020,38,0,2.5,,,,,,,
7186,13,13.3,1021,34,0,1.8,26,18,0,44,2,13,0.5
7187,14.1,14.3,1022,28,0,2.5,20,12,14,39,2,23,0.4
7188,15.8,15.8,1022,27,0,2.8,,,,,,,
7189,16.5,16.5,1021,33,0,1.9,14,7,12,26,2,44,0.3
7190,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7191,17,17,1020,39,0,1.3,,,,,,,
7192,15.2,14.3,1021,50,0,4.1,55,32,60,31,6,53,0.6
7193,12.7,11.5,1021,56,0,4,63,45,75,34,6,48,0.8
7194,11.9,11.2,1021,52,0,2.5,,,,,,,
7195,11.9,11.5,1022,54,0,1.3,68,21,85,40,3,14,0.6
7196,11.5,10.8,1023,57,0,1.7,61,22,71,49,3,9,0.7
7197,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7198,11.5,10.6,1024,58,0,2.2,70,33,89,59,3,2,0.7
7199,11.3,10.2,1025,61,0,2.2,72,31,94,60,2,2,0.7
7200,11.2,10.2,1025,61,0,1.8,72,31,94,57,2,2,0.7
7201,10.3,9.4,1025,57,0,2.2,61,27,71,48,2,10,0.8
7202,N/A,N/A,N/A,N/A,N/A,N/A,59,31,67,57,3,2,0.8
7203,10,9.2,1025,55,0,2.1,61,28,72,62,3,2,0.8
7204,9.9,9.2,1024,56,0,1.4,39,22,39,44,4,11,0.7
7205,9.6,8.9,1024,56,0,1.4,33,20,33,40,4,13,0.5
7206,9.5,8.9,1024,58,0,1,30,21,29,52,4,2,0.4
7207,9.4,8.6,1023,57,0,1.4,29,19,29,56,4,2,0.4
7208,9.3,8.5,1024,60,0,1.1,31,17,31,51,4,4,0.4
7209,9.3,8.4,1024,60,0,1.2,42,23,42,58,4,2,0.7
7210,9.4,8.4,1024,60,0,1.5,,,,,,,
7211,9.7,8.7,1024,60,0,1.6,63,37,75,59,9,2,1.4
7212,9.8,8.7,1023,63,0,1.6,67,46,84,60,12,2,1.6
7213,10.1,8.9,1022,62,0,2.1,,,,,,,
7214,8.5,6,1021,84,1.8,1.9,74,44,98,65,12,2,1.9
7215,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7216,8.1,5.2,1021,88,1.9,2.1,74,48,97,60,4,2,1.6
7217,7.7,4.6,1021,91,1.4,1.9,72,52,65,62,3,2,1.9
7218,7.4,4,1021,93,2.4,2.3,73,53,60,62,3,2,1.8
7219,7.9,4.7,1022,93,2.8,2,65,47,0,63,2,2,1.6
7220,8.3,5,1023,92,2.3,3.1,48,33,0,61,2,2,1.3
7221,8.4,5.6,1023,93,1,1,42,29,34,55,2,2,1.1
7222,8.5,5.7,1023,92,0.5,1.2,40,28,0,53,2,2,1
7223,N/A,N/A,N/A,N/A,N/A,N/A,35,24,0,50,2,2,1
7224,8,5.1,1023,90,0,1.6,32,22,0,49,2,2,0.9
7225,8.8,6.4,1023,83,0.1,1.7,26,18,0,44,2,2,0.8
7226,8.8,6.8,1023,81,0,1,30,21,0,47,2,2,0.8
7227,8.6,6.7,1023,80,0,0.7,26,18,0,47,2,2,0.9
7228,8.4,6.5,1023,75,0,1.5,32,22,0,44,2,2,0.8
7229,8.1,6.4,1023,70,0,1.7,36,25,0,44,2,2,0.8
7230,6.7,5.1,1023,71,0,0.9,26,18,0,41,2,2,0.7
7231,N/A,N/A,N/A,N/A,N/A,N/A,20,14,0,33,2,4,0.5
7232,N/A,N/A,N/A,N/A,N/A,N/A,13,9,0,25,2,10,0.5
7233,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7234,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7235,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7236,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7237,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7238,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7239,12.6,13.1,1026,20,0,3.2,23,6,23,11,3,57,0.3
7240,12.6,12.7,1026,19,0,5.2,,,,,,,
7241,11.8,12.3,1026,19,0,3.6,20,5,6,9,2,63,0.2
7242,10.8,11.3,1026,21,0,3.5,,,,,,,
7243,10.1,11,1027,22,0,2,21,7,21,18,2,53,0.2
7244,9.5,10.5,1028,25,0,1.3,,,,,,,
7245,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7246,7.2,7.4,1029,43,0,0.8,50,20,50,34,2,27,0.3
7247,5,3.8,1030,64,0,0.7,39,20,39,40,2,16,0.4
7248,N/A,N/A,N/A,N/A,N/A,N/A,36,14,36,43,2,9,0.5
7249,3.7,1.9,1029,72,0,0.4,27,8,27,49,2,2,0.5
7250,3.3,1.2,1029,71,0,1,44,23,44,55,2,2,0.8
7251,2.7,0.2,1029,73,0,1.6,33,22,33,54,2,2,0.7
7252,3.2,1.1,1029,69,0,1.5,32,17,32,56,2,2,0.6
7253,1.6,-1,1029,77,0,0.7,28,16,24,56,2,2,0.5
7254,1,-1.6,1030,76,0,0.7,27,11,22,53,2,2,0.4
7255,1.2,-1.7,1030,81,0,0.6,29,15,16,57,2,2,0.4
7256,0.5,-2.2,1030,87,0,0,36,8,36,51,2,2,0.5
7257,3.1,0.6,1030,80,0,0.5,39,19,39,51,2,2,0.6
7258,6.4,6.8,1030,47,0,0.2,37,11,37,47,2,2,0.6
7259,8.6,9.1,1030,38,0,1,25,11,0,50,2,2,0.6
7260,10.3,10.4,1029,30,0,3.3,27,13,27,53,3,6,0.6
7261,11.2,11.4,1028,29,0,3.2,33,18,33,47,7,18,0.6
7262,12.1,12.3,1027,25,0,3.5,,,,,,,
7263,12.3,11.9,1026,26,0,6.3,,,,,,,
7264,12.4,12.1,1025,26,0,5.6,,,,,,,
7265,11.8,11.8,1024,27,0,4.3,45,27,45,23,7,51,0.4
7266,10.4,10.6,1024,34,0,2.3,,,,,,,
7267,9,9,1024,39,0,2.1,,,,,,,
7268,8.6,9,1024,40,0,0.9,,,,,,,
7269,8.1,8,1024,42,0,1.8,60,37,69,53,6,21,0.5
7270,7,6.6,1024,47,0,1.6,,,,,,,
7271,6.5,6,1023,50,0,1.3,,,,,,,
7272,5.9,5,1023,54,0,1.7,,,,,,,
7273,4.6,3.1,1022,63,0,1.4,68,49,81,65,4,2,0.7
7274,N/A,N/A,N/A,N/A,N/A,N/A,70,51,88,63,5,2,0.6
7275,4.7,3.1,1021,62,0,1.9,67,47,83,60,7,2,0.6
7276,4.6,3,1020,64,0,1.3,67,48,84,58,6,2,0.7
7277,2.8,1.2,1020,76,0,0,72,52,82,55,2,2,0.8
7278,1.7,-0.9,1020,82,0,0.2,75,55,83,52,2,2,0.8
7279,2,-0.8,1020,82,0,0.5,75,55,83,49,2,2,0.8
7280,2.2,-1.1,1020,84,0,1.1,78,57,97,55,2,2,1.2
7281,3.8,1.3,1020,77,0,1.2,,,,,,,
7282,5,3.1,1021,71,0,1.1,,,,,,,
7283,6.3,4.7,1021,66,0,1.6,,,,,,,
7284,7.4,6.4,1021,58,0,1.5,,,,,,,
7285,9,7.9,1020,55,0,3,,,,,,,
7286,9.8,9.2,1020,51,0,1.9,,,,,,,
7287,10.4,9.7,1020,50,0,2.8,,,,,,,
7288,11.2,10.2,1021,43,0,5.5,,,,,,,
7289,10.3,9.6,1022,39,0,5.2,80,51,109,36,8,33,0.7
7290,9.5,8.8,1023,42,0,4.4,,,,,,,
7291,9.2,8.7,1025,39,0,4,29,12,29,16,2,51,0.3
7292,8.5,8.7,1026,28,0,3.7,,,,,,,
7293,8.3,8.3,1027,26,0,4.8,23,16,16,21,2,40,0.3
7294,7,7.5,1029,24,0,3.4,14,7,8,15,2,44,0.3
7295,N/A,N/A,N/A,N/A,N/A,N/A,18,12,16,18,2,40,0.3
7296,5.8,6.6,1030,20,0,3.5,15,10,14,13,2,44,0.2
7297,4.8,5.1,1031,17,0,6.6,17,7,13,9,2,53,0.2
7298,3.9,4.4,1032,16,0,6.4,26,6,26,10,2,52,0.2
7299,3,3.7,1033,14,0,6.2,17,3,12,7,2,54,0.2
7300,1.4,1.8,1034,16,0,7.1,16,3,14,9,2,49,0.2
7301,N/A,N/A,N/A,N/A,N/A,N/A,16,6,14,7,2,49,0.1
7302,0.9,1.7,1035,16,0,5.3,15,3,7,6,2,47,0.1
7303,0.3,1.1,1035,17,0,4.9,16,5,16,8,2,43,0.1
7304,0,0.9,1036,17,0,4.6,16,3,16,8,2,40,0.2
7305,0.7,1.5,1037,18,0,4.7,,,,,,,
7306,2.2,2.9,1036,17,0,5.1,22,8,22,14,3,35,0.3
7307,2.3,3.2,1036,17,0,4.4,27,8,27,13,5,38,0.3
7308,4.3,5.2,1034,16,0,4.3,16,11,15,11,5,42,0.3
7309,5.2,6.3,1033,16,0,3.5,19,13,19,10,5,45,0.3
7310,6.1,7.4,1032,14,0,3.1,26,6,26,8,4,49,0.3
7311,N/A,N/A,N/A,N/A,N/A,N/A,24,8,24,8,4,51,0.3
7312,6.5,7.8,1031,13,0,3.1,18,8,0,6,3,57,0.2
7313,6.3,7.5,1032,14,0,3.3,,,,,,,
7314,5.5,6.5,1032,15,0,3.9,20,7,12,7,3,63,0.2
7315,4.8,6.2,1032,18,0,1.9,,,,,,,
7316,4.2,5.1,1032,22,0,2.8,27,17,27,19,3,49,0.3
7317,2.2,2.8,1033,36,0,0.9,41,11,41,27,3,36,0.3
