序号,TMP气温(℃),FEELST体感温度(℃),PRES气压(hPa),HUM相对湿度(%),RAIN降水量(mm),WSPD风速(m/s),AQI,PM2.5(渭g/m鲁),PM10(渭g/m鲁),NO2(渭g/m鲁),SO2(渭g/m鲁),O3(渭g/m鲁),CO(mg/m鲁)
7318,1.6,2.4,1033,33,0,0.9,26,15,26,34,3,28,0.4
7319,0.2,0.1,1034,44,0,0.8,29,10,29,34,3,26,0.4
7320,-0.9,-0.9,1034,53,0,0,28,15,28,46,3,15,0.4
7321,-1.9,-2.6,1034,60,0,0,37,9,37,49,2,10,0.4
7322,-2,-3.9,1034,63,0,0.8,48,19,48,59,2,2,0.6
7323,-2.2,-3.5,1033,60,0,0.3,44,28,44,61,2,2,0.6
7324,-3.4,-5.5,1033,74,0,0,35,20,35,60,2,2,0.6
7325,N/A,N/A,N/A,N/A,N/A,N/A,39,15,39,57,2,2,0.6
7326,-4,-6.5,1033,77,0,0,48,24,48,61,2,2,0.8
7327,-3.8,-6.1,1033,76,0,0,63,45,68,64,2,2,0.9
7328,-0.9,-2.5,1033,71,0,0,45,31,44,54,2,2,0.7
7329,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7330,3.1,3,1033,44,0,1.1,35,24,35,57,3,2,0.9
7331,5.4,5.5,1032,34,0,2.8,35,24,32,59,7,2,1
7332,N/A,N/A,N/A,N/A,N/A,N/A,38,26,37,51,9,13,0.8
7333,6.2,6,1031,31,0,4.6,59,42,64,55,11,19,0.7
7334,6.8,6.9,1029,29,0,4,75,55,92,55,11,24,0.7
7335,7.3,7.5,1028,31,0,3,83,61,88,36,16,42,0.6
7336,7.6,7.5,1027,30,0,4.6,82,60,106,32,20,46,0.7
7337,N/A,N/A,N/A,N/A,N/A,N/A,84,62,0,33,20,50,0.6
7338,6.4,6.4,1027,34,0,2.9,84,62,74,32,17,55,0.6
7339,5.4,5.8,1027,40,0,0.8,78,57,95,44,13,43,0.7
7340,4.7,4.3,1027,43,0,2.1,90,67,102,55,10,29,0.8
7341,N/A,N/A,N/A,N/A,N/A,N/A,90,67,109,70,9,14,0.9
7342,3.9,3.6,1027,45,0,1.4,95,71,111,77,11,6,0.9
7343,3,2.4,1027,49,0,1.3,115,87,125,82,10,2,1.1
7344,2.1,1.6,1027,52,0,0.5,110,83,130,78,7,2,1.1
7345,0.8,-0.5,1026,60,0,0.7,119,90,125,74,5,2,1.1
7346,-0.2,-1.5,1026,69,0,0,132,100,126,73,5,2,1.2
7347,-0.3,-1.9,1025,72,0,0,142,108,132,70,4,2,1.2
7348,0.1,-2.3,1025,71,0,0.8,134,102,135,68,3,2,1.3
7349,0.5,-1.8,1024,69,0,1.2,137,104,122,72,4,2,1.4
7350,0.2,-2.6,1024,75,0,1.1,134,102,134,84,5,3,1.6
7351,-0.4,-3,1024,78,0,0.2,128,97,144,82,5,2,1.5
7352,-0.8,-3.9,1024,81,0,0.4,139,106,139,74,3,2,1.4
7353,1.4,-0.5,1024,71,0,0.4,,,,,,,
7354,3.8,2.6,1024,58,0,1.3,129,98,125,71,3,2,1.6
7355,6.2,5.8,1024,49,0,1.2,132,100,137,88,6,3,1.7
7356,7.9,8,1023,43,0,1.2,137,104,152,95,8,5,1.7
7357,9.2,8.9,1022,40,0,3.1,148,113,156,103,11,7,1.8
7358,11.1,10.9,1021,38,0,3,147,112,175,104,20,12,1.5
7359,11.7,11.8,1020,37,0,2.2,138,105,152,85,24,23,1.3
7360,12.2,12,1020,36,0,3.5,163,124,172,92,21,25,1.3
7361,11.9,11.7,1020,39,0,2.8,150,115,155,70,21,32,1.2
7362,10.4,10.1,1020,44,0,2.1,,,,,,,
7363,8.9,8.4,1020,50,0,1.6,176,133,174,97,14,10,1.4
7364,8.5,7.7,1020,52,0,2.1,179,135,176,108,10,2,1.6
7365,7.3,6.1,1020,59,0,1.9,,,,,,,
7366,6.1,4.5,1020,65,0,1.7,214,164,208,109,7,2,1.9
7367,N/A,N/A,N/A,N/A,N/A,N/A,212,162,204,104,7,2,1.9
7368,6.4,4.8,1020,64,0,2.1,224,174,209,103,6,2,2.1
7369,5.5,3.8,1020,68,0,1.3,229,179,215,101,5,2,2.2
7370,3.9,2.1,1019,75,0,0.2,226,176,204,96,4,2,2.1
7371,2.5,-0.4,1019,83,0,0.7,227,177,194,91,4,2,2
7372,1.5,-1.1,1018,87,0,0,218,168,180,85,4,2,1.9
7373,0.9,-2,1018,90,0,0,222,172,174,78,3,2,1.9
7374,0.6,-3.3,1017,90,0,0.9,203,153,169,81,3,2,2
7375,0.6,-2.9,1017,91,0,0.2,190,143,148,81,3,2,2.1
7376,1.1,-2.2,1017,90,0,0.2,199,149,162,80,3,2,2.4
7377,2.7,-0.1,1017,83,0,0.6,203,153,183,87,3,2,2.6
7378,3.7,1.4,1017,77,0,0.6,180,136,159,80,3,2,2.2
7379,5.8,5,1016,69,0,0,147,112,141,84,4,2,1.9
7380,8,6.9,1016,67,0,0.6,163,124,151,91,5,2,2
7381,8.4,6.5,1014,71,0,2.2,203,153,188,104,11,7,2
7382,N/A,N/A,N/A,N/A,N/A,N/A,223,173,238,137,18,8,2.4
7383,9.9,8.6,1012,68,0,1.3,270,220,280,176,17,7,2.8
7384,N/A,N/A,N/A,N/A,N/A,N/A,348,298,368,161,17,9,2.7
7385,10.8,10.2,1011,63,0,0.6,354,304,353,131,13,12,2.4
7386,9.4,8.9,1011,70,0,0,313,263,279,131,12,9,2.3
7387,7.6,5.5,1011,81,0,0.8,323,273,305,134,9,2,2.5
7388,7.2,4.7,1011,83,0,1.5,315,265,294,125,4,2,2.7
7389,6.5,3.4,1012,87,0,2,309,259,290,121,4,2,3.2
7390,5.9,3.1,1011,90,0,0.6,,,,,,,
7391,4.7,1.6,1011,92,0,0.5,308,258,319,109,4,2,4.2
7392,4.5,1,1011,94,0,0.9,309,259,355,100,4,2,4
7393,3.9,1.1,1010,94,0,0,281,231,304,87,3,2,3.4
7394,3.7,0.9,1010,94,0,0,261,211,267,77,3,2,3.3
7395,3.3,-0.1,1009,95,0,0.2,261,211,265,76,3,2,3.6
7396,3.2,0.2,1008,96,0,0,258,208,271,70,3,2,3.8
7397,N/A,N/A,N/A,N/A,N/A,N/A,252,202,260,72,3,2,3.4
7398,2.7,-0.4,1008,95,0,0,260,210,256,78,2,2,3.2
7399,2.8,-0.7,1008,96,0,0.2,264,214,273,81,3,2,3.3
7400,2.9,-0.8,1007,96,0,0.4,267,217,307,99,3,2,3.4
7401,5,1.6,1007,93,0,1.1,,,,,,,
7402,N/A,N/A,N/A,N/A,N/A,N/A,255,205,283,92,3,2,3.7
7403,8.8,6.9,1006,73,0,1.9,,,,,,,
7404,N/A,N/A,N/A,N/A,N/A,N/A,299,249,290,145,4,3,3
7405,10.2,8.7,1005,70,0,1.8,336,286,286,144,6,7,3
7406,10.6,9.2,1003,70,0,1.7,356,306,339,158,9,10,3.1
7407,N/A,N/A,N/A,N/A,N/A,N/A,362,312,325,168,12,14,3.1
7408,9.8,8.2,1002,74,0,1.4,389,339,368,190,13,14,3.4
7409,8.2,5.8,1003,82,0,1.6,,,,,,,
7410,7.1,4.2,1003,90,0,1.1,340,290,0,145,4,6,3.2
7411,6.8,3.9,1003,94,0,0.6,297,247,0,126,3,2,3.1
7412,6.9,4.6,1004,94,0,0,,,,,,,
7413,6.5,3.1,1004,96,0,1.2,289,239,0,129,2,2,3.3
7414,6.4,3,1004,97,0,0.9,275,225,0,123,2,2,3.1
7415,6.4,3,1004,97,0,0.9,272,222,0,117,2,2,3.1
7416,6.3,2.9,1004,97,0,0.9,264,214,215,121,2,2,3.1
7417,N/A,N/A,N/A,N/A,N/A,N/A,266,216,224,121,2,2,3.2
7418,6.3,3,1004,97,0,0.8,286,236,241,125,2,2,3.4
7419,6.3,3,1004,97,0,0.8,297,247,259,128,2,2,3.7
7420,6.2,2.5,1004,98,0,1.4,303,253,263,131,2,2,3.8
7421,6.3,2.7,1004,98,0,1.3,303,253,266,133,3,2,4
7422,6,2.5,1005,98,0,0.9,284,234,245,132,2,2,4.1
7423,6.1,2.7,1005,98,0,0.8,255,205,216,131,2,2,4.1
7424,5.8,2.3,1006,98,0,0.9,250,200,218,131,2,2,4.1
7425,6.3,2.7,1007,98,0,1.3,,,,,,,
7426,7.1,3.8,1008,95,0,1.6,227,177,180,123,2,2,4
7427,10,8.2,1009,72,0,2.5,252,202,203,123,2,2,4.1
7428,13.2,12.4,1009,59,0,1.9,269,219,0,104,2,4,3.3
7429,10.7,8.7,1011,73,0,3.3,260,210,0,94,4,15,2.8
7430,12,10.6,1011,68,0,2.7,220,170,0,81,7,29,2.1
7431,12.7,11.6,1012,66,0,1.9,252,202,238,88,5,35,3.1
7432,13.3,12.4,1013,65,0,1.6,232,182,0,67,9,51,2.9
7433,12.3,11.4,1015,69,0,0.7,238,188,0,70,10,52,2.9
7434,N/A,N/A,N/A,N/A,N/A,N/A,248,198,0,77,7,43,2.9
7435,10.5,9.3,1016,76,0,0.3,254,204,0,83,4,26,3
7436,10.7,9.7,1018,62,0,1.7,246,196,0,110,2,2,3.1
7437,9.9,8.9,1019,59,0,2.1,244,194,201,115,2,2,3.3
7438,9.2,7.9,1020,60,0,2.5,205,155,0,90,3,13,1.8
7439,8.6,7.4,1021,60,0,2,156,119,0,79,3,19,1.2
7440,7,5.8,1023,67,0,0.6,168,127,0,80,2,20,1.1
7441,6.6,5,1023,67,0,1.5,,,,,,,
7442,N/A,N/A,N/A,N/A,N/A,N/A,176,133,0,58,2,28,1
7443,N/A,N/A,N/A,N/A,N/A,N/A,170,129,0,67,2,17,1
7444,N/A,N/A,N/A,N/A,N/A,N/A,135,103,0,47,4,29,0.9
7445,N/A,N/A,N/A,N/A,N/A,N/A,115,87,0,40,4,32,0.6
7446,N/A,N/A,N/A,N/A,N/A,N/A,89,66,0,48,4,21,0.6
7447,N/A,N/A,N/A,N/A,N/A,N/A,82,60,0,48,5,20,0.8
7448,5.9,5.4,1025,53,0,0.9,74,54,0,41,5,20,0.9
7449,5.8,4.5,1026,58,0,2.1,72,52,0,57,5,8,0.9
7450,6.4,5.5,1026,51,0,2.5,,,,,,,
7451,7.8,7.6,1025,42,0,2.1,77,56,0,47,13,18,1.2
7452,8,8,1025,45,0,1.1,69,50,0,43,19,26,1.4
7453,9.4,9.5,1024,38,0,1.9,75,55,0,40,19,32,1.3
7454,9.6,9.3,1022,39,0,3.1,78,57,0,35,20,42,1.3
7455,N/A,N/A,N/A,N/A,N/A,N/A,72,52,0,33,18,46,1.3
7456,9.4,9.5,1022,34,0,2.5,73,53,0,34,13,46,1
7457,9.1,9.5,1021,34,0,1.6,62,44,0,37,10,41,0.9
7458,N/A,N/A,N/A,N/A,N/A,N/A,60,43,45,45,12,32,1.1
7459,8.8,9.7,1021,34,0,0.5,58,41,41,56,12,22,1.1
7460,8.6,9.4,1021,36,0,0.5,79,58,64,71,12,10,1.4
7461,8,8.4,1022,42,0,0.6,103,77,83,79,13,7,1.5
7462,7.9,7.8,1023,44,0,1.6,112,84,114,89,10,2,1.5
7463,7.6,6.5,1022,55,0,2.4,,,,,,,
7464,7.3,6.1,1022,60,0,1.6,149,114,138,90,7,2,1.2
7465,7.1,6,1022,62,0,1.2,172,130,160,96,9,2,1.5
7466,6.9,5.5,1022,69,0,0.7,160,122,159,91,7,2,1.2
7467,6.6,4.6,1023,77,0,0.8,115,87,127,82,8,2,1.1
7468,5.9,3.6,1022,83,0,0.5,137,104,125,65,3,3,1
7469,N/A,N/A,N/A,N/A,N/A,N/A,124,94,97,74,2,2,1.1
7470,5.7,3.4,1023,82,0,0.6,114,86,0,78,3,2,1.3
7471,5.4,2.7,1023,85,0,0.9,99,74,0,75,3,2,1.2
7472,5.1,2.6,1025,79,0,1.2,95,71,0,70,2,2,1.2
7473,5.7,3.1,1026,77,0,2.2,,,,,,,
7474,6.8,5.4,1026,69,0,0.7,95,71,0,70,3,2,1.6
7475,11.2,10.7,1027,36,0,4.7,89,66,66,63,4,2,1.5
7476,N/A,N/A,N/A,N/A,N/A,N/A,55,39,0,44,4,12,0.9
7477,11.9,11.7,1026,31,0,4.1,23,16,0,14,4,42,0.4
7478,12.3,12.2,1025,28,0,4.3,21,13,21,12,4,46,0.3
7479,N/A,N/A,N/A,N/A,N/A,N/A,18,12,0,11,3,48,0.3
7480,11.6,11.9,1026,26,0,3.1,16,8,0,9,2,51,0.3
7481,N/A,N/A,N/A,N/A,N/A,N/A,26,7,26,10,2,50,0.2
7482,N/A,N/A,N/A,N/A,N/A,N/A,18,12,0,12,2,50,0.3
7483,9.4,9.7,1028,32,0,2.4,16,8,0,14,2,51,0.3
7484,7.9,9,1029,36,0,0.2,18,12,17,22,2,42,0.3
7485,8,7.9,1030,35,0,3.1,40,9,40,40,2,18,0.4
7486,8.1,8.3,1030,32,0,2.6,32,22,0,34,2,28,0.4
7487,7.3,7.7,1031,32,0,2.2,14,8,0,18,2,43,0.3
7488,4.8,5,1031,41,0,1,16,11,0,27,2,32,0.4
7489,N/A,N/A,N/A,N/A,N/A,N/A,28,4,28,41,2,16,0.4
7490,1.9,0.9,1031,57,0,0.7,25,17,24,42,2,12,0.4
7491,1.2,-0.3,1031,61,0,1,34,13,34,56,2,2,0.6
7492,0.3,-2,1031,68,0,1.2,29,20,0,53,2,2,0.5
7493,-0.4,-2.9,1031,72,0,0.8,24,11,12,47,2,2,0.4
7494,-1,-2.9,1031,75,0,0,20,5,6,39,2,8,0.4
7495,-1.3,-4.3,1031,79,0,0.4,20,14,0,40,2,5,0.4
7496,-0.6,-2.7,1032,78,0,0,25,11,24,49,2,2,0.6
7497,3,1.6,1032,64,0,0.7,,,,,,,
7498,6.7,6.6,1032,38,0,2.4,63,24,75,60,3,2,1.6
7499,8.1,8.4,1032,33,9999,2.1,54,30,58,63,6,2,1.6
7500,9.1,9.4,1031,30,0,2.8,33,23,0,51,11,11,0.6
7501,10.1,10.3,1030,29,0,3.3,,,,,,,
7502,10.8,10.9,1029,29,0,3.5,57,32,64,28,6,38,0.5
7503,11.3,11.4,1028,28,0,3.5,43,30,42,26,8,42,0.4
7504,11.3,11.5,1028,30,0,2.9,62,44,49,26,13,48,0.5
7505,10.9,10.9,1028,35,0,2.6,,,,,,,
7506,9.7,9.8,1028,38,0,2.1,50,24,50,37,10,49,0.7
7507,8.9,8.9,1029,41,0,1.7,88,65,95,51,10,40,0.7
7508,7.4,7.2,1029,47,0,1.2,80,59,94,72,7,17,0.8
7509,6.7,6.2,1030,50,0,1.3,89,66,99,83,5,6,0.9
7510,5.8,5.5,1030,54,0,0.4,108,81,115,86,4,5,1.2
7511,3.9,2.4,1030,66,0,0.8,,,,,,,
7512,3.1,1.4,1030,69,0,0.5,123,93,117,84,4,5,1.4
7513,2.1,-0.3,1030,76,0,0.6,119,90,121,78,4,5,1.4
7514,0.9,-2,1030,81,0,0.5,118,89,116,73,4,5,1.4
7515,N/A,N/A,N/A,N/A,N/A,N/A,135,103,119,72,4,5,1.5
7516,0.6,-2.5,1029,82,0,0.6,139,106,126,68,4,5,1.7
7517,0.6,-2.5,1029,81,0,0.8,137,104,122,66,4,5,1.7
7518,0.7,-2.9,1029,84,0,1.4,133,101,119,66,3,5,1.8
7519,0.8,-2.7,1029,83,0,1.4,132,100,124,67,4,6,2
7520,0.2,-3.4,1029,83,0,1.4,160,122,163,83,6,8,2.8
7521,2,-1.1,1029,79,0,1.5,173,131,181,83,6,7,2.7
7522,N/A,N/A,N/A,N/A,N/A,N/A,193,145,195,82,8,7,3.1
7523,3.8,1.4,1027,73,0.9,1.5,206,156,206,87,9,7,3.1
7524,N/A,N/A,N/A,N/A,N/A,N/A,214,164,215,102,10,7,3.1
7525,5,3.1,1026,70,0,1.2,210,160,217,114,11,7,3.1
7526,6,4.1,1024,69,0,1.7,234,184,251,119,12,7,3.3
7527,7,5.4,1023,66,0,1.6,242,192,300,120,13,8,3.2
7528,7.6,6.6,1022,66,0,0.4,237,187,239,101,19,8,2.2
7529,7.6,6.2,1022,66,0,1.4,237,187,207,99,17,9,1.9
7530,6.2,4.2,1022,75,0,1,238,188,209,102,14,6,1.8
7531,N/A,N/A,N/A,N/A,N/A,N/A,242,192,215,99,10,4,2
7532,6.2,4.3,1021,74,0,0.9,257,207,222,99,10,3,2.2
7533,5.8,3.7,1021,76,0,0.9,,,,,,,
7534,5.9,3.8,1020,78,0,0.8,266,216,226,99,10,4,2.6
7535,6.3,4.3,1020,75,0,1.1,,,,,,,
7536,4.4,1.7,1019,83,0,0.9,275,225,247,107,10,6,3.3
7537,4.8,2.2,1018,81,0,1,273,223,246,100,8,5,3.3
7538,5.2,2.9,1017,77,0,1.1,,,,,,,
7539,5.4,3,1016,78,0,1.3,,,,,,,
7540,6.1,3.9,1014,74,0,1.8,,,,,,,
7541,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7542,6.1,3.8,1013,74,0,2.1,,,,,,,
7543,5.9,3.6,1013,75,0,1.6,,,,,,,
7544,5.9,3.7,1012,75,0,1.3,,,,,,,
7545,5.9,3.5,1012,76,0,1.8,,,,,,,
7546,5.8,2.9,1011,85,0.6,1.5,,,,,,,
7547,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7548,5.7,2.7,1011,86,0,1.6,,,,,,,
7549,6.7,4,1009,80,0,2.2,,,,,,,
7550,8.7,7.1,1008,69,0,1.9,221,171,0,51,5,6,1.5
7551,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
7552,9.8,8.6,1007,63,0,2,242,192,196,57,6,15,1.3
7553,9.1,7.6,1008,66,0,2.2,241,191,0,56,10,26,1.3
7554,7.9,5.8,1008,72,0,2.7,226,176,190,63,8,20,1.3
7555,7.1,5,1009,77,0,1.2,234,184,207,79,4,5,1.6
7556,6,3.8,1010,82,0,0.5,238,188,210,82,3,2,1.6
7557,5,2,1011,86,0,1.1,236,186,198,76,2,2,1.5
7558,4,1.3,1011,89,0,0.1,226,176,176,74,2,2,1.6
7559,3,-0.7,1011,90,0,1.4,,,,,,,
7560,2.5,0.1,1010,82,0,0.1,59,42,0,64,2,2,1
7561,3,0,1010,84,0,0.8,46,32,0,64,2,2,0.9
7562,1.7,-1.6,1011,89,0,0.4,33,23,0,57,2,2,0.7
7563,1.3,-2.4,1011,93,0,0.4,67,48,58,68,2,2,1.4
7564,1.3,-2.8,1011,94,0,0.9,170,129,177,67,2,2,2.2
7565,1.1,-2.7,1011,94,0,0.4,199,149,195,66,3,2,2.2
7566,2,-1.9,1011,94,0,0.7,207,157,201,66,3,2,2.2
7567,3.1,-0.7,1011,92,0,1.3,205,155,194,61,2,2,2.2
7568,3.6,0,1011,89,0,1.7,201,151,193,62,3,2,2.6
7569,4.1,1.1,1011,79,0,2.2,199,149,184,66,3,2,2.6
7570,5.1,2.8,1011,72,0,2,186,140,0,78,4,2,2.6
7571,N/A,N/A,N/A,N/A,N/A,N/A,183,138,161,76,4,2,2.3
7572,6.5,4.8,1011,63,0,2.4,183,138,156,79,4,2,2.2
7573,7.6,6.4,1010,57,0,2.6,196,147,182,95,7,2,2.6
7574,8.7,7.8,1009,52,0,2.7,193,145,171,91,10,4,2.2
7575,8.8,8,1009,47,0,3.2,130,99,102,73,10,11,1.4
7576,9,8.3,1009,46,0,3.1,109,82,96,73,9,14,1.2
7577,8.8,8.4,1009,47,0,2,113,85,108,83,11,9,1.2
7578,7.9,7.4,1009,50,0,1.6,94,70,107,76,11,8,1.1
7579,6.3,5.3,1010,60,0,0.9,85,63,94,73,10,5,1.1
7580,4.7,3,1011,71,0,0.6,,,,,,,
7581,4.5,3.2,1012,75,0,0,72,52,93,78,4,2,1.4
7582,4.7,2.6,1012,77,0,0.6,83,61,86,77,3,2,1.6
7583,4.4,2.3,1013,78,0,0.4,80,59,95,76,2,2,1.9
7584,3.7,1.2,1013,81,0,0.5,104,78,106,74,2,2,2.4
7585,3.3,0.5,1014,80,0,1.1,85,63,88,75,3,2,2
7586,3.7,1.4,1014,72,0,1.5,84,62,102,71,2,2,2.2
7587,3.5,1.5,1014,71,0,1,78,57,88,71,2,2,2
7588,3,0.4,1014,75,0,1.4,83,61,100,75,4,2,1.7
7589,2.5,-0.3,1015,77,0,1.4,85,63,105,76,5,2,1.9
7590,2,-0.9,1015,79,0,1.2,84,62,112,66,4,2,1.2
7591,1.9,-1,1016,79,0,1.1,80,59,96,60,3,2,1.1
7592,0.6,-2.7,1017,86,0,0.5,81,58,112,57,3,2,1.2
7593,6.2,5.1,1018,60,0,1.2,,,,,,,
7594,N/A,N/A,N/A,N/A,N/A,N/A,65,47,78,53,2,2,1.2
7595,8.7,7.8,1018,55,0,1.9,54,38,57,52,5,5,1.1
7596,10.5,10.2,1018,49,0,1.6,65,40,79,51,7,10,1.1
7597,11.9,11.5,1017,44,0,2.8,79,51,107,53,12,16,1.2
7598,12.6,12.2,1016,44,0,2.9,,,,,,,
7599,12.8,12.4,1015,49,0,2,113,85,150,77,20,24,1.6
7600,12.9,12.5,1015,47,0,2.3,112,84,143,67,20,34,1.6
7601,12.4,12,1015,50,0,1.7,108,81,138,57,17,44,1.4
7602,10.9,10.5,1016,55,0,1,114,86,138,70,14,32,1.4
7603,8.1,6.9,1016,68,0,0.7,119,90,156,76,9,28,1.4
7604,8.3,7.2,1016,62,0,1.3,128,97,145,97,5,6,1.5
7605,9.4,8.4,1017,66,0,0.8,132,100,147,103,4,2,1.7
7606,9.1,7.3,1017,75,0,1.6,,,,,,,
7607,8.3,6,1017,78,0,2.3,163,124,176,98,7,2,2.9
7608,8,6,1017,77,0,1.4,128,97,188,85,7,2,2.1
7609,7.8,5.7,1017,77,0,1.4,87,64,106,75,5,2,1.3
7610,7.6,5.5,1017,78,0,1.2,62,44,59,69,4,2,1
7611,7.3,5.1,1017,78,0,1.3,58,41,0,67,4,2,0.9
7612,7,4.7,1016,78,0,1.6,65,47,0,63,4,2,1.2
7613,6.8,4.5,1016,78,0,1.6,55,39,42,59,3,2,1
7614,6.8,4.6,1015,78,0,1.3,58,41,45,60,3,2,1
7615,6.7,4.5,1015,77,0,1.4,70,51,51,61,4,2,1.4
7616,6.8,4.6,1016,77,0,1.3,72,52,69,62,4,2,1.6
7617,6.9,4.9,1016,76,0,1,79,58,77,63,6,2,1.8
7618,7.4,5.4,1015,74,0,1.6,79,58,100,66,6,2,1.9
7619,7.9,6,1015,74,0,1.6,89,66,128,65,6,2,1.9
7620,N/A,N/A,N/A,N/A,N/A,N/A,93,68,136,68,7,2,2.2
7621,8.5,6.9,1013,74,0,1,109,82,143,70,6,2,2.2
7622,9.1,7.9,1012,73,0,0.3,122,92,170,72,7,2,2.5
7623,9.3,7.8,1012,73,0,1.1,140,107,180,76,7,2,2.6
7624,9.8,8.1,1011,71,0,2.3,142,108,184,82,8,2,2.7
7625,9,7.1,1011,75,0,1.7,153,117,195,89,10,2,2.9
7626,8.4,6.3,1011,79,0,1.3,170,129,217,94,10,2,2.9
7627,8.4,6.3,1011,79,0,1.3,178,134,224,95,9,2,2.9
7628,7.7,5.4,1011,82,0,1.1,172,130,258,94,9,2,3.4
7629,8,6,1011,82,0,0.6,179,135,251,94,9,2,3.4
7630,8.1,6.1,1012,82,0,0.7,183,138,261,89,8,2,3.2
7631,8.1,5.9,1013,83,0,0.9,209,159,271,93,9,2,4.1
7632,7.8,5.6,1012,85,0,0.5,226,176,301,93,9,2,4.3
7633,6.8,4.3,1013,87,0,0.6,222,172,285,89,8,2,4.3
7634,6.7,3.7,1013,90,0,1.3,215,165,247,85,6,2,4.2
7635,6.5,3.4,1013,89,0,1.7,213,163,249,84,6,2,4.4
7636,5.8,2.6,1014,90,0,1.5,186,140,211,89,7,2,3.4
7637,5.4,2.2,1014,90,0,1.1,175,132,168,79,6,2,2.3
7638,5.4,2.6,1014,88,0,0.6,160,122,151,69,5,2,1.9
7639,11.2,11.6,1015,19,0,4.3,163,124,133,66,4,2,1.9
7640,11.2,11.6,1017,14,0,5,63,45,0,9,3,49,0.4
7641,10.9,11.3,1018,15,0,5.3,71,14,91,14,2,60,0.2
7642,10.3,11.1,1019,16,0,3.2,62,13,73,16,2,59,0.3
7643,10.8,11.6,1019,15,0,3.5,66,10,82,22,2,51,0.3
7644,12.4,13.3,1019,12,0,2.8,53,8,56,28,3,45,0.4
7645,13,13.8,1019,10,0,3.2,19,8,19,17,2,58,0.3
7646,13.1,13.7,1019,9,0,4.2,21,6,15,12,2,65,0.2
7647,13.3,13.4,1019,9,0,6.7,24,10,24,12,2,67,0.3
7648,13.3,13.6,1019,10,0,5.3,34,6,34,13,2,69,0.3
7649,12.6,12.7,1019,9,0,6.8,43,8,43,14,2,67,0.3
7650,11.7,12.1,1020,10,0,5.8,37,10,37,16,2,65,0.3
7651,11.1,11.9,1020,11,0,3.9,23,5,23,19,3,61,0.3
7652,9,10.1,1021,15,0,3,,,,,,,
7653,8.2,9.3,1022,16,0,2.8,37,11,37,51,4,27,0.5
7654,7.4,8.8,1023,17,0,1.9,,,,,,,
7655,6.6,7.7,1023,20,0,2.4,26,18,23,50,4,23,0.5
7656,5,6.3,1024,26,0,0.9,38,17,38,52,3,19,0.5
7657,2.5,3.1,1024,39,0,0.5,40,12,40,53,4,16,0.5
7658,0.7,1.3,1024,46,0,0,23,11,21,46,4,21,0.4
7659,0.4,-0.3,1025,52,0,0.7,,,,,,,
7660,-0.5,-0.8,1025,56,0,0,,,,,,,
7661,-0.7,-2.1,1025,61,0,0.5,,,,,,,
7662,-1.2,-2.2,1024,64,0,0,,,,,,,
7663,-1,-2.9,1024,63,0,1,,,,,,,
7664,-0.1,-1.2,1024,54,0,1,,,,,,,
7665,2.3,1.6,1025,48,0,1.7,,,,,,,
7666,5.1,5.5,1025,33,0,2,,,,,,,
7667,7.4,8.5,1025,21,0,2,,,,,,,
7668,8.3,9.3,1024,19,0,2.4,,,,,,,
7669,9.1,9.9,1023,20,0,2.8,,,,,,,
7670,9.7,10.4,1022,22,0,2.7,,,,,,,
7671,10.4,10.9,1021,25,0,2.7,,,,,,,
7672,10.6,11,1020,29,0,2.3,65,37,80,51,23,31,1.2
7673,10.4,10.8,1019,33,0,1.8,72,49,94,63,29,25,1.4
7674,8.6,9.4,1019,41,0,0.2,76,43,101,64,27,24,1.5
7675,6.4,6.3,1019,51,0,0.4,75,44,100,78,21,11,1.7
7676,5.3,4.6,1019,58,0,0.6,81,56,111,92,14,2,2
7677,4.4,4,1019,62,0,0,,,,,,,
7678,3.5,1.9,1019,68,0,0.5,93,69,111,95,13,2,2.6
7679,3.6,1.5,1019,69,0,1.5,105,79,129,95,12,2,2.7
7680,5.3,3.6,1019,74,0,0.4,105,79,123,95,13,2,2.8
7681,4.1,1.3,1018,78,0,1.9,165,125,206,106,13,4,4.7
7682,3.9,0.8,1018,82,0,1.7,173,131,201,102,12,3,3.8
7683,3,-0.4,1018,86,0,1.3,172,130,203,99,16,4,3.8
7684,2.3,-0.8,1017,89,0,0.2,166,126,227,91,10,3,3.4
7685,2.6,-0.7,1017,90,0,0.5,153,117,203,83,7,2,2.8
7686,3,-0.3,1016,90,0,0.6,125,95,172,78,6,2,2.4
7687,3.4,0,1016,88,0,1.1,102,76,126,76,6,2,2.1
7688,3.1,-0.4,1016,86,0,1.6,90,67,83,75,6,2,1.7
7689,3.6,0.6,1017,84,0,1.1,88,65,111,77,6,2,1.9
7690,6,3.9,1017,70,0,2.3,83,61,108,76,6,2,1.8
7691,7.5,5.8,1017,62,0,3.1,,,,,,,
7692,8.6,7.2,1017,57,0,3.6,105,79,107,84,19,4,2.2
7693,9.6,8.8,1016,51,0,2.7,104,78,152,78,23,8,1.9
7694,10.6,10.9,1016,43,0,0.8,112,84,137,65,22,20,1.5
7695,11.3,11.4,1015,37,0,2.2,,,,,,,
